id,Age
15000,6.649274157230952
15001,9.090653516234886
15002,5.385062526812273
15003,8.27713741367534
15004,6.645461381005093
15005,10.253695254934327
15006,12.861290798565436
15007,9.126373070358884
15008,5.999346774132404
15009,6.3055285954500615
15010,7.84543207403957
15011,16.95634963717214
15012,9.972059802140341
15013,9.525791240217197
15014,12.87644437924183
15015,6.754082058807796
15016,8.226530903835
15017,11.65860077997465
15018,8.748393517141674
15019,10.18719677936114
15020,9.890035851081954
15021,10.787459611637154
15022,9.548502023377681
15023,6.491014114238064
15024,11.734023720095873
15025,11.329834603117932
15026,12.895755651676058
15027,9.271866211693196
15028,8.128159547844525
15029,9.700998821255892
15030,8.182909199219663
15031,4.512176067827227
15032,6.922592167829912
15033,10.596881053367433
15034,12.389366764600624
15035,10.351266110373862
15036,9.730143531941035
15037,14.732851418091812
15038,10.784379780236009
15039,12.851404320031286
15040,8.41813226042191
15041,11.471526100385521
15042,11.077199087215126
15043,7.197622869561894
15044,7.129762005465585
15045,9.389707629592829
15046,8.23219313271834
15047,17.903415752489003
15048,8.853758771505833
15049,8.939745356850816
15050,9.560659645577656
15051,8.19537294104694
15052,9.12825954025132
15053,13.322406727431881
15054,10.44027235774568
15055,8.410650312739328
15056,9.694452283187406
15057,10.341556419806542
15058,10.168622567897188
15059,9.513342487137267
15060,10.66464600030347
15061,14.71460267014526
15062,7.238170494406258
15063,7.736617325825909
15064,12.698574366982946
15065,8.346754790256487
15066,6.469964629801396
15067,7.649005222072654
15068,9.019484154898143
15069,10.879392209324344
15070,10.324116740924307
15071,10.490771681753797
15072,8.584166531425938
15073,9.482496701745724
15074,9.652299556874908
15075,9.005243074961552
15076,9.605379528752264
15077,10.491146391512302
15078,10.036135524636254
15079,11.313518235445791
15080,7.688802486414357
15081,8.688223406630193
15082,9.515851818898165
15083,9.520199281408825
15084,9.723739588516924
15085,7.219099310407492
15086,10.807015882005215
15087,11.300163927688606
15088,11.197079405799203
15089,7.6237302022966915
15090,9.599386635421453
15091,9.887130854368674
15092,8.92148366962606
15093,13.70125851612107
15094,11.233066888157667
15095,8.847082156648915
15096,10.057048032685742
15097,7.722924088356386
15098,11.832908795969265
15099,8.341700198805276
15100,9.364178426177913
15101,11.254360241413334
15102,6.861460482348173
15103,10.510521932475044
15104,7.392213638887926
15105,10.43649167725917
15106,11.339190660007676
15107,8.434453169340262
15108,7.630410220450953
15109,7.190201269675095
15110,9.25695720385173
15111,9.27424254089278
15112,11.085230771152835
15113,8.05714048406737
15114,11.580280982662703
15115,11.660327869352537
15116,9.984786368550823
15117,9.856578267251814
15118,8.791916731414096
